county_state,cig_total_2012,cig_daily_2012,alc_any_2012,alc_heavy_2012,alc_binge_2012,hd_deaths_per100k_over65
"Grays Harbor, WA",26.54,19.64,57.4,9.6,17.8,978.0
"Island, WA",18.26,12.88,66.8,11.4,18.7,846.2
"Jefferson, WA",19.84,13.73,68.4,12.0,18.9,838.3
"King, WA",14.15,9.1,66.4,10.9,19.2,780.5
"Kitsap, WA",19.76,13.9,62.1,8.9,17.4,942.8
"Kittitas, WA",16.75,11.17,65.1,11.1,19.6,838.2
"Klickitat, WA",21.5,15.26,58.6,9.6,18.1,670.7
"Lewis, WA",23.92,17.51,54.6,8.6,16.5,1235.1
"Lincoln, WA",19.71,14.44,63.4,12.6,20.6,950.2
"Mason, WA",24.36,17.61,61.2,11.1,18.8,949.4
"Okanogan, WA",21.9,15.08,56.0,8.3,16.7,920.9
"Pacific, WA",25.03,17.63,62.0,11.4,19.9,1527.1
"Pend Oreille, WA",23.22,17.25,62.1,12.6,20.1,908.2
"Pierce, WA",20.63,14.56,59.3,8.5,16.5,1009.6
"San Juan, WA",16.33,10.32,73.1,15.5,21.4,522.0
"Skagit, WA",20.51,14.51,61.5,9.2,17.5,870.4
"Skamania, WA",19.52,13.28,63.3,12.7,19.4,799.7
"Snohomish, WA",19.32,14.04,61.7,9.5,18.7,843.7
"Spokane, WA",20.38,15.09,61.4,9.6,18.8,896.1
"Stevens, WA",21.46,15.64,57.9,11.0,19.2,990.8
"Thurston, WA",18.97,13.23,61.5,9.0,17.5,871.8
"Wahkiakum, WA",23.68,16.46,58.3,11.7,19.5,1029.3
"Walla Walla, WA",18.43,13.08,55.1,7.5,16.8,870.5
"Whatcom, WA",17.94,12.46,65.9,10.0,18.5,858.5
"Whitman, WA",12.26,8.03,62.2,9.5,18.2,1008.4
"Yakima, WA",19.77,13.54,50.4,6.2,16.0,1240.0
"Barbour, WV",27.77,22.69,31.5,4.9,11.1,1108.5
"Berkeley, WV",26.13,20.6,43.9,5.8,13.4,1096.1
"Boone, WV",32.3,27.6,22.7,3.8,9.8,1302.0
"Braxton, WV",29.94,24.37,26.9,5.2,11.1,1063.4
"Brooke, WV",29.76,24.62,38.6,5.8,13.6,1393.2
"Cabell, WV",26.92,21.76,36.1,5.5,12.5,1026.0
"Calhoun, WV",31.8,25.95,25.8,4.5,10.4,1106.4
"Clay, WV",32.41,26.69,24.3,4.2,10.0,1113.0
"Doddridge, WV",30.7,24.72,29.9,4.9,11.1,1042.9
"Fayette, WV",31.36,26.48,28.9,5.4,11.2,1217.4
"Gilmer, WV",28.77,22.19,33.1,6.0,12.1,1107.6
"Grant, WV",30.59,25.25,37.0,5.7,13.0,1079.4
"Greenbrier, WV",27.33,22.06,35.4,6.6,12.9,1176.9
"Hampshire, WV",32.68,26.69,34.9,5.4,12.3,1030.6
"Hancock, WV",31.36,25.46,34.7,5.7,12.8,1426.7
"Hardy, WV",31.83,26.14,37.8,5.6,13.1,993.6
"Harrison, WV",25.76,20.8,39.3,6.6,13.3,1237.6
"Jackson, WV",29.03,23.48,29.8,4.6,10.4,1165.2
"Jefferson, WV",22.47,16.56,49.1,7.3,15.6,1051.2
"Kanawha, WV",26.47,21.37,34.7,5.0,11.4,1101.7
"Lewis, WV",27.56,22.47,36.6,6.4,12.7,1400.4
"Lincoln, WV",31.36,26.46,22.7,3.8,9.7,1111.3
"Logan, WV",32.03,26.83,23.7,3.8,10.0,1372.7
"McDowell, WV",33.87,28.0,18.6,3.5,9.0,1246.5
"Marion, WV",25.64,20.96,41.3,5.8,13.1,1674.8
"Marshall, WV",28.49,23.07,41.9,5.7,14.8,1196.8
"Mason, WV",32.36,27.32,29.5,4.7,11.0,1111.1
"Mercer, WV",28.86,23.16,29.8,4.5,10.3,1227.4
"Mineral, WV",29.54,23.74,39.4,6.5,13.7,1229.3
"Mingo, WV",31.95,25.77,23.5,4.2,10.5,1459.2
"Monongalia, WV",21.0,16.26,46.1,6.8,15.1,1156.3
"Monroe, WV",27.96,22.62,34.1,6.0,12.6,1144.1
"Morgan, WV",27.83,21.89,41.0,5.7,13.2,1110.9
"Nicholas, WV",28.75,23.43,28.4,5.1,11.0,1119.3
"Ohio, WV",26.28,21.15,48.1,7.1,16.0,1117.1
"Pendleton, WV",27.89,22.44,37.2,5.8,12.1,974.2
"Pleasants, WV",30.24,24.63,35.9,5.2,12.0,1335.0
"Pocahontas, WV",26.8,21.11,32.4,5.2,11.7,1095.3
"Preston, WV",28.82,23.86,37.1,5.9,13.0,1207.1
"Putnam, WV",24.17,19.85,37.4,5.1,12.1,1254.1
"Raleigh, WV",30.32,24.52,28.2,4.2,10.0,1420.0
"Randolph, WV",27.72,22.25,36.4,5.6,12.4,1085.5
"Ritchie, WV",30.54,24.49,30.9,4.9,10.9,1157.4
"Roane, WV",33.58,27.78,27.8,4.7,10.9,1114.1
"Summers, WV",28.44,22.87,27.4,4.3,10.4,1288.1
"Taylor, WV",26.54,22.12,39.0,6.1,13.3,1190.1
"Tucker, WV",26.24,20.82,37.0,5.9,12.5,1225.3
"Tyler, WV",29.52,23.88,31.1,4.6,10.8,1176.9
"Upshur, WV",26.37,21.45,33.1,6.0,12.7,1087.4
"Wayne, WV",31.17,25.45,27.0,4.7,11.1,1021.4
"Webster, WV",30.78,25.31,23.5,3.9,9.8,1199.0
"Wetzel, WV",28.3,23.11,34.8,5.0,12.2,1242.0
"Wirt, WV",30.25,24.15,29.7,4.7,10.5,1234.4
"Wood, WV",29.2,23.29,36.2,5.2,11.5,1271.2
"Wyoming, WV",31.72,26.42,23.5,4.4,10.2,1362.8
"Adams, WI",25.97,19.07,60.3,14.7,26.4,930.9
"Ashland, WI",23.61,17.25,65.2,16.3,32.3,1268.9
"Barron, WI",23.51,17.41,62.7,11.1,27.3,1094.5
"Bayfield, WI",20.99,14.96,68.1,16.5,32.8,864.5
"Brown, WI",19.1,13.92,70.1,13.0,28.0,1161.0
"Buffalo, WI",21.99,16.29,67.1,13.2,30.5,1038.2
"Burnett, WI",22.96,16.5,64.4,15.1,29.6,907.6
"Calumet, WI",17.72,13.22,71.9,12.7,26.6,1051.1
"Chippewa, WI",22.81,16.81,69.9,14.2,29.9,1099.1
"Clark, WI",23.97,18.4,61.6,11.0,25.8,1069.6
"Columbia, WI",23.18,16.59,66.7,10.9,25.9,1067.3
"Crawford, WI",23.38,17.82,64.9,14.8,30.0,989.9
"Dane, WI",15.73,10.09,70.4,10.9,25.0,823.5
"Dodge, WI",23.58,17.53,64.7,10.5,25.1,1148.3
"Door, WI",19.07,13.51,67.9,14.2,28.3,1176.5
"Douglas, WI",23.35,17.54,69.7,16.0,31.9,900.5
"Dunn, WI",20.15,14.56,64.3,12.2,27.0,999.2
"Eau Claire, WI",19.23,14.04,67.7,11.4,25.6,1056.7
"Florence, WI",23.87,18.06,68.7,11.6,27.4,1160.5
"Fond du Lac, WI",20.84,16.02,68.6,11.9,25.6,1039.5
"Forest, WI",27.72,20.6,64.8,12.8,30.6,1239.5
"Grant, WI",20.95,15.45,67.7,14.6,29.9,1000.4
"Green, WI",21.27,15.87,65.7,11.6,25.7,968.6
"Green Lake, WI",24.01,17.99,65.2,11.6,26.2,1344.1
"Iowa, WI",20.23,14.38,66.6,12.3,26.3,896.2
"Iron, WI",23.55,16.63,71.3,14.2,32.4,1206.8
"Jackson, WI",25.17,19.33,59.4,10.6,25.5,974.7
"Jefferson, WI",21.27,15.35,65.9,10.3,23.9,1100.0
"Juneau, WI",25.77,19.64,62.3,13.1,27.7,983.1
"Kenosha, WI",22.03,15.78,64.1,12.0,24.3,1118.2
"Kewaunee, WI",21.92,16.67,70.0,15.2,29.9,968.7
"La Crosse, WI",20.48,15.3,70.2,13.8,29.1,904.1
"Lafayette, WI",21.03,15.43,64.8,14.7,29.2,924.8
"Langlade, WI",25.05,19.74,64.3,14.7,29.6,1116.9
"Lincoln, WI",23.53,18.13,64.7,12.7,27.4,1075.5
"Manitowoc, WI",20.92,16.01,69.1,14.4,29.3,1076.7
"Marathon, WI",20.98,15.87,68.5,14.1,28.0,1050.3
"Marinette, WI",25.5,19.71,66.9,16.2,30.6,1309.0
"Marquette, WI",26.32,19.58,60.4,10.6,24.0,930.1
"Menominee, WI",33.68,22.61,52.4,15.3,36.0,1060.4
"Milwaukee, WI",23.56,15.36,61.3,10.2,23.2,1144.7
"Monroe, WI",24.91,19.53,63.2,12.0,26.8,990.4
"Oconto, WI",23.5,18.05,66.4,12.9,27.3,1262.5
"Oneida, WI",22.38,16.29,70.2,16.9,31.6,1056.1
"Outagamie, WI",19.32,13.97,69.9,12.8,27.7,1028.6
"Ozaukee, WI",16.17,11.09,73.3,12.5,26.8,1004.6
"Pepin, WI",21.35,15.85,69.7,14.9,32.9,1005.8
"Pierce, WI",19.32,13.96,69.1,13.0,29.2,931.3
"Polk, WI",22.31,16.15,64.3,12.2,27.3,1104.9
"Portage, WI",19.37,14.1,73.3,16.2,31.2,1002.6
"Price, WI",23.81,17.42,66.4,13.6,28.3,1207.4
"Racine, WI",22.38,15.84,65.1,10.9,24.3,1145.9
"Richland, WI",23.36,17.55,60.8,11.8,25.1,999.8
"Rock, WI",22.95,17.17,62.4,10.8,23.5,1077.3
"Rusk, WI",24.81,18.3,60.2,11.1,24.7,1074.0
"St. Croix, WI",17.96,12.71,70.0,11.1,27.1,862.7
"Sauk, WI",23.01,16.67,64.1,11.3,25.4,991.0
"Sawyer, WI",24.48,17.43,63.7,14.7,31.4,1065.6
"Shawano, WI",24.08,18.09,61.8,11.7,26.3,1043.5
"Sheboygan, WI",20.25,15.49,66.1,11.3,25.4,1051.2
"Taylor, WI",24.13,18.33,66.1,13.4,28.9,1134.1
"Trempealeau, WI",22.58,16.95,66.4,14.3,32.2,1078.0
"Vernon, WI",22.9,17.38,58.9,10.1,23.3,1010.3
"Vilas, WI",24.53,16.68,67.0,17.2,31.8,1099.6
"Walworth, WI",20.88,14.92,65.9,11.5,24.8,1119.9
"Washburn, WI",22.13,16.44,66.7,16.3,31.0,1071.9
"Washington, WI",19.3,14.06,70.6,12.0,26.0,1007.1
"Waukesha, WI",17.25,11.71,73.1,11.9,26.8,859.3
"Waupaca, WI",23.22,17.31,63.9,10.9,24.6,1147.6
"Waushara, WI",25.19,18.67,65.8,13.0,27.2,1185.9
"Winnebago, WI",21.17,15.86,68.1,12.5,25.6,876.6
"Wood, WI",22.58,17.32,67.6,14.1,29.3,958.9
"Albany, WY",15.17,10.35,60.9,8.7,19.9,887.4
"Big Horn, WY",21.9,15.85,46.1,7.9,16.0,1086.0
"Campbell, WY",24.35,18.67,59.3,10.3,19.7,1141.3
"Carbon, WY",22.91,17.16,57.3,11.6,23.4,958.1
"Converse, WY",23.72,17.97,61.4,10.2,21.9,957.0
"Crook, WY",22.88,16.68,68.7,15.4,27.2,1041.1
"Fremont, WY",23.68,16.9,56.2,9.1,19.8,971.9
"Goshen, WY",22.33,17.19,57.5,9.3,19.6,938.9
"Hot Springs, WY",23.1,17.44,58.1,10.5,20.7,979.5
"Johnson, WY",20.82,15.06,67.0,10.5,22.7,1047.2
"Laramie, WY",22.08,16.54,56.8,8.4,17.4,907.1
"Lincoln, WY",18.11,12.84,39.7,7.2,14.9,917.8
"Natrona, WY",25.11,18.83,57.2,9.3,19.5,961.1
"Niobrara, WY",23.58,17.72,53.5,8.2,16.4,899.9
"Park, WY",19.18,13.44,58.2,8.6,18.3,964.0
"Platte, WY",23.07,17.64,61.5,9.9,20.3,924.3
"Sheridan, WY",22.5,16.68,61.3,8.9,19.0,998.2
"Sublette, WY",16.55,11.18,62.6,12.1,21.8,812.7
"Sweetwater, WY",22.91,17.37,53.9,8.8,19.4,1024.6
"Teton, WY",13.25,8.08,74.9,12.9,23.3,636.5
"Uinta, WY",21.38,16.12,37.7,6.6,14.4,1148.5
"Washakie, WY",22.05,16.07,55.6,8.7,18.5,1001.1
"Weston, WY",24.97,18.72,62.7,11.3,21.5,956.9
